17.44357,78.35474
17.44349,78.3549
17.44348,78.35492
17.44328,78.3554
17.44289,78.35631
17.44266,78.35682
17.44259,78.35698
17.44257,78.35704
17.44248,78.35724
17.44223,78.35783
17.44213,78.35806
17.44192,78.35854
17.44186,78.35868
17.44158,78.35932
17.44138,78.35966
17.44121,78.35994
17.44115,78.36003
17.44103,78.36023
17.44083,78.36054
17.44051,78.36106
17.4405133,78.3610557
17.4405133,78.3610557
17.43985,78.36211
17.43945,78.36272
17.43892,78.36348
17.43886,78.36355
17.43826,78.36437
17.43825,78.36438
17.43763,78.36518
17.43711,78.36582
17.43654,78.36648
17.43574,78.36737
17.43571,78.3674
17.43518,78.36792
17.43474,78.36838
17.4347437,78.3683822
17.43458,78.36855
17.43373,78.36935
17.43361,78.36946
17.43326,78.36978
17.4328,78.37022
17.4327,78.37033
17.43253,78.37052
17.43243,78.37064
17.4323,78.37079
17.43219,78.37093
17.43193,78.37127
17.4313,78.37211
17.43083,78.37272
17.42991,78.37378
17.4296,78.37411
17.42949,78.37421
17.4294,78.3743
17.42936,78.37434
17.42936,78.37435
17.4293555,78.3743484
17.4293555,78.3743484
17.42935,78.37436
17.42934,78.37439
17.42928,78.3745
17.42925,78.37458
17.42924,78.37462
17.42924,78.37463
17.42924,78.37465
17.42924,78.37466
17.42926,78.3747
17.42931,78.37476
17.42933,78.3748
17.42943,78.37486
17.42954,78.37493
17.4297,78.37501
17.42977,78.37503
17.42985,78.37505
17.4299,78.37506
17.42994,78.37507
17.43003,78.37507
17.43007,78.37507
17.43011,78.37507
17.43068,78.375
17.43117,78.37493
17.43136,78.3749
17.4315,78.37487
17.43224,78.37476
17.43227,78.37476
17.43264,78.37472
17.43357,78.37457
17.43384,78.37453
17.434,78.3745
17.43445,78.37445
17.43507,78.3744
17.43564,78.37437
17.43608,78.37436
17.43629,78.37436
17.43645,78.37437
17.4366,78.37439
17.43673,78.37442
17.43674,78.37443
17.43695,78.37449
17.43707,78.37457
17.43709,78.37458
17.43711,78.3746
17.43733,78.3748
17.43748,78.37496
17.43767,78.37519
17.43825,78.37587
17.43832,78.37595
17.43869,78.37637
17.43882,78.37651
17.43906,78.37679
17.43912,78.37684
17.43918,78.37689
17.43924,78.37693
17.43929,78.37696
17.4393,78.37697
17.43937,78.37701
17.43944,78.37704
17.4395,78.37707
17.43957,78.3771
17.43962,78.37712
17.43967,78.37713
17.43971,78.37715
17.43976,78.37716
17.43981,78.37717
17.43986,78.37718
17.4399,78.37718
17.43995,78.37719
17.44002,78.37718
17.44003,78.37718
17.4401,78.37717
17.44018,78.37717
17.44026,78.37716
17.44033,78.37716
17.44041,78.37716
17.44048,78.37715
17.44056,78.37715
17.4406,78.37715
17.44064,78.37715
17.44068,78.37714
17.44072,78.37714
17.44076,78.37714
17.4408,78.37714
17.44084,78.37714
17.44088,78.37714
17.44091,78.37714
17.44094,78.37714
17.44111,78.37714
17.44148,78.37714
17.44186,78.37713
17.44214,78.37712
17.44261,78.3771
17.44302,78.37708
17.44341,78.37705
17.44353,78.37706
17.44382,78.3771
17.4439,78.3771
17.44391,78.3771
17.4442,78.37711
17.4444,78.37709
17.44453,78.3771
17.44465,78.37712
17.44474,78.37713
17.44488,78.37715
17.44494,78.37716
17.44522,78.3772
17.44592,78.3773
17.44606,78.37733
17.44614,78.37735
17.4462,78.37737
17.44627,78.37739
17.44634,78.37743
17.44659,78.37757
17.44689,78.37774
17.44699,78.3778
17.44713,78.37789
17.44716,78.37791
17.44746,78.37809
17.44747,78.3781
17.44756,78.37816
17.44771,78.37827
17.44784,78.37838
17.44818,78.37868
17.44836,78.37882
17.44845,78.37888
17.44855,78.37893
17.44881,78.37903
17.44908,78.37911
17.44927,78.37917
17.44948,78.37921
17.44979,78.37928
17.45003,78.37934
17.45025,78.37942
17.4504,78.37951
17.45045,78.37954
17.450451,78.3795447
17.45048,78.37955
17.4505,78.37955
17.45052,78.37956
17.45055,78.37957
17.45057,78.37958
17.45061,78.3796
17.45067,78.37966
17.45073,78.37973
17.45099,78.38014
17.45107,78.38027
17.45126,78.38057
17.45129,78.38063
17.45133,78.38068
17.4514,78.38078
17.45155,78.38098
17.45159,78.38102
17.45165,78.38111
17.452,78.38143
17.45209,78.38151
17.45229,78.38169
17.45241,78.38179
17.45256,78.38191
17.45257,78.38192
17.45271,78.38204
17.45277,78.38209
17.4527749,78.3820949
17.4527749,78.3820949
17.45279,78.38211
17.4527881,78.3821065
17.45294,78.38231
17.45289,78.38259
17.45284,78.38311
17.45277,78.38365
17.45274,78.38404
17.45268,78.38478
17.45263,78.38521
17.45256,78.38596
17.45243,78.38727
17.45241,78.3875
17.4524116,78.3874971
17.45241,78.38755
17.45227,78.38754
17.45151,78.3874
17.45096,78.38729
17.45062,78.38724
17.45046,78.38723
17.45038,78.38723
17.45026,78.38724
17.45016,78.38724
17.45006,78.38725
17.45,78.38727
17.44994,78.38728
17.44988,78.3873
17.44983,78.38733
17.44953,78.38749
17.44874,78.38793
17.448737,78.3879285
17.448737,78.3879285
17.44894,78.38833
17.449,78.38846
17.44908,78.38867
17.4491,78.3887
17.4491014,78.3886965
17.44938,78.38865
17.44946,78.38864
17.4497,78.38861
17.45021,78.38855
17.45021,78.3885502
17.45021,78.3885502
17.45021,78.38844
17.45019,78.38824
17.45018,78.38816
17.4501843,78.3881627
