17.4181972,78.3476751
17.4181972,78.3476751
17.4181972,78.3476751
17.41812,78.34759
17.41806,78.34752
17.41781,78.34724
17.41771,78.34712
17.41763,78.34704
17.41755,78.34694
17.41741,78.34677
17.41729,78.34663
17.41716,78.34648
17.41702,78.34634
17.41689,78.34622
17.416889,78.3462221
17.41693,78.34615
17.41694,78.34606
17.41694,78.34604
17.41695,78.34603
17.41731,78.34545
17.41744,78.34523
17.41797,78.34434
17.41827,78.34383
17.41854,78.34338
17.41867,78.34315
17.4191,78.34239
17.41957,78.34158
17.41998,78.34086
17.42018,78.34052
17.42022,78.34045
17.42148,78.33836
17.42169,78.33801
17.4216907,78.3380107
17.4216907,78.3380107
17.42175,78.33791
17.42181,78.33795
17.42242,78.3383
17.42258,78.3384
17.42365,78.33908
17.42414,78.3394
17.42451,78.33962
17.42508,78.33999
17.42551,78.34027
17.42557,78.34032
17.42577,78.34049
17.42577,78.34048
17.42578,78.34048
17.42579,78.34047
17.42581,78.34046
17.42584,78.34046
17.42585,78.34046
17.42586,78.34046
17.42587,78.34047
17.42588,78.34047
17.42589,78.34048
17.4259,78.34048
17.4259,78.34049
17.42591,78.3405
17.42591,78.34051
17.42592,78.34051
17.42592,78.34052
17.42592,78.34053
17.42592,78.34054
17.42654,78.34094
17.42776,78.34172
17.42784,78.34176
17.42838,78.34211
17.42934,78.34272
17.42953,78.34284
17.42968,78.34292
17.42991,78.34307
17.43062,78.34351
17.43066,78.34354
17.43166,78.34419
17.43206,78.34444
17.43226,78.34456
17.43259,78.34478
17.43303,78.34506
17.43367,78.34545
17.43485,78.34614
17.43549,78.34649
17.43562,78.34657
17.43584,78.3467
17.43585,78.3467
17.43595,78.34677
17.43637,78.347
17.43669,78.34718
17.43675,78.34721
17.4376,78.3477
17.43762,78.3477
17.43774,78.34777
17.43789,78.34784
17.43804,78.34791
17.43827,78.34802
17.43864,78.34818
17.43884,78.34826
17.43888,78.34828
17.4391,78.34839
17.43939,78.34852
17.43946,78.34855
17.44024,78.34888
17.4408,78.34915
17.44085,78.34917
17.44097,78.34923
17.44118,78.34934
17.44174,78.34967
17.44191,78.34978
17.4423,78.35002
17.44294,78.35044
17.44308,78.35052
17.44359,78.35083
17.44379,78.35094
17.4439,78.35102
17.44398,78.35107
17.44405,78.35113
17.4441,78.35118
17.44415,78.35124
17.4442,78.35131
17.44424,78.35137
17.44435,78.35158
17.44445,78.35174
17.44454,78.35191
17.44482,78.3524
17.44501,78.35275
17.4450084,78.3527508
17.44507,78.35283
17.44498,78.35294
17.44461,78.35345
17.44407,78.35411
17.44365,78.35463
